text,size,group,year1,type_of_violence,conflict_name,dyad_name,source_original,where_coordinates,date_start,date_end
AFP 11/18/2008 Sri Lanka troops in sea battle as Tiger towns fall,6,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,water off Mullaittivu town,39770,39770
AFP 11/21/2008 Sri Lanka troops say taking more Tiger defences,2,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39772,39772
AFP 11/22/2008 Sri Lanka troops say four rebels killed in heavy fighting,2,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39773,39773
AFP 11/22/2008 Sri Lanka troops say four rebels killed in heavy fighting,2,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Mullaittivu,39773,39773
AFP 11/24/2008 Sri Lanka says 27 troops killed in heavy fighting,147,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39775,39775
"R 11/25/2008 UPDATE 1-Sri Lankan troops, rebels clash near Tiger HQ",4,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Jaffna,39777,39777
X 11/26/2008 5 rebels killed in northern Sri Lanka,5,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Kumulamunai town,39778,39778
AFP 11/28/2008 Sri Lanka troops slowed by rain in battle for Tiger HQ: military,2,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Northern,39779,39779
BBC 11/28/2008 Sri Lanka: Four special task force commandos said killed in Tiger attack     TamilNet website in English 28 Nov 08,0,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE official,Pottuvil town,39780,39780
X 11/29/2008 Sri Lankan Air Force bombs rebels' targets,4,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,air force spokesman,Piramantha locality,39781,39781
"BBC 12/3/2008 Senior Sri Lankan army officer killed in Tamil Tigers' attack    Source: Virakesari, Colombo in Tamil, 2 Dec 08, pp 1, 10",1,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army spokesman,Oddusuddan town,39782,39782
X 12/3/2008 Sri Lanka resumes massive operations on rebels in north,1,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Adampan town,39784,39784
AFP 12/3/2008 Sri Lanka says moving on Tiger political HQ,3,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39784,39784
X 12/3/2008 Sri Lanka resumes massive operations on rebels in north,2,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Muhamalai town,39784,39784
X 12/3/2008 Sri Lanka resumes massive operations on rebels in north,1,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Nivil locality,39784,39784
AFP 12/7/2008 Sri Lanka troops in 'kissing distance' of Tiger HQ: military,11,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kilinochchi town,39788,39788
AFP 12/9/2008 Five killed as Sri Lanka troops close in on rebel town,5,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mullaittivu,39790,39790
R 12/11/2008 Sri Lanka disputes rebel claim of killing 89 troops,47,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military anr LTTE sources,Kilinochchi town,39792,39792
AFP 12/13/2008 Four rebels dead in Sri Lanka clashes: military,4,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39794,39794
X 12/13/2008 Sri Lankan Air Force bombs rebels' administrative center,1,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence officials,Kilinochchi town,39795,39795
AFP 12/16/2008 Heavy fighting kills 145 in Sri Lanka: military,72,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Jaffna,39798,39798
AFP 12/16/2008 Heavy fighting kills 145 in Sri Lanka: military,73,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Kilinochchi town,39798,39798
X 12/19/2008 Multiple Sri Lankan air raids against rebels,5,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Airforce spokesman,Iranamadu,39801,39801
X 12/19/2008 Multiple Sri Lankan air raids against rebels,5,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Airforce spokesman,Paranthan town,39801,39801
X 12/19/2008 Multiple Sri Lankan air raids against rebels,5,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Airforce spokesman,Vellamullivaikkal town,39801,39801
R 12/21/2008 Clashes break out again near Sri Lankan rebel HQ,14,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman and LTTE sources,Kilinochchi town,39802,39802
R 12/20/2008 Sri Lanka navy says blows up Tamil Tiger weapons ship,20,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,water 70 miles north-east of Mullaitivu town.,39802,39802
AFP 12/22/2008 More than 100 troops killed in fresh Sri Lanka fighting: Tigers,66,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military and LTTE sources,Kilinochchi town,39804,39804
R 12/23/2008 Rights group asks Sri Lanka to stop detaining war refugees,12,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Kilinochchi town,39805,39805
AFP 12/24/2008 Sri Lanka says 20 rebels killed in fresh fighting,8,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi,39805,39805
AFP 12/25/2008 18 Tamil Tigers killed in fighting: Sri Lankan government,18,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39806,39806
X 12/24/2008 Soldier killed in rebel attack in Sri Lanka,1,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence officials,Pampaimadu locality,39806,39806
AFP 12/26/2008 Christmas Day fighting kills 40 in Sri Lanka: military,40,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilinochchi town,39807,39807
BBC 12/28/2008 Sri Lanka Tamil Tigers say 65 army personnel killed in clashes     Source: TamilNet website in English 28 Dec 08,0,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE website,Alampil town,39809,39809
BBC 12/28/2008 Sri Lanka Tamil Tigers say 65 army personnel killed in clashes     Source: TamilNet website in English 28 Dec 08,0,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE website,Uduppukkulam village,39809,39809
R 12/28/2008 UPDATE 3-Suicide bomber kills 8 in Sri Lanka-military,9,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Colombo city,39810,39810
X 12/28/2008 Sri Lanka Navy sinks rebel logistics boat,4,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,waters off Point Pedro town,39810,39810
AFP 12/31/2008 Sri Lanka says 12 Tigers killed as troops close in on rebel town,12,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry and LTTE sources,Paranthan town,39812,39812
"University Teachers For Human Rigths (Jaffna) Let them Speak: Truth about Sri Lanka's Victims of War, December 2009.",17,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,"Maniam, eyewitness",Putumattalan locality,39814,39820
"Agence France Presse, 2009-01-02, Suicide blast kills two in Sri Lanka capital: police; BBC Monitoring Newsfile, 2009-01-02, Blast in front of Sri Lanka Air Force HQ kills three",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,police officials-2 people dead/medical sources/police-3 people dead,Colombo city,39815,39815
"BBC Monitoring South Asia, 2009-01-03, Four civilians killed in air raids in north Sri Lanka - pro-Tamil website",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Sri Lankan TamilNet website,Mullaittivu town,39815,39815
"BBC Monitoring South Asia, 2009-01-05, At least 12 Tamil Tigers killed in north Sri Lanka clashes - military",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Ministry of Defence,Chemmalai town,39817,39817
"BBC Monitoring South Asia, 2009-01-05, At least 12 Tamil Tigers killed in north Sri Lanka clashes - military",7,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Ministry of Defence,Mullaittivu,39817,39817
"BBC Monitoring South Asia, 2009-01-05, At least 12 Tamil Tigers killed in north Sri Lanka clashes - military",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Ministry of Defence,Oddusuddan town,39817,39817
"BBC Monitoring South Asia, 2009-01-05, At least 53 soldiers killed in north Sri Lanka - pro-Tamil website",53,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE officials,Paranthan town,39817,39817
"BBC Monitoring South Asia, 2009-01-05, At least 12 Tamil Tigers killed in north Sri Lanka clashes - military",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Ministry of Defence,Mullaiyaweli village,39817,39817
"Xinhua News Agency, 2009-02-09, Sri Lanka continues to pound rebel bases",3,520,2009,3,LTTE - Civilians,LTTE - Civilians,The government,Mullaittivu,39847,39853
"Reuters News, 2009-01-07, RPT-UPDATE 2-Sri Lanka hits Tigers again with ban, assaults",7,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman Brigadier Udaya Nanayakkara,Jaffna,39819,39819
"Agence France Presse, 2009-01-07, Tiger rebels 'near extinction': Sri Lanka govt",40,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Muhamalai town,39819,39819
"Reuters News, 2009-01-09, UPDATE 6-Sri Lankan troops seize key Elephant Pass-president",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the military,Mullaittivu town,39821,39821
"BBC Monitoring South Asia, 2009-01-08, Four killed, many injured in army firing in north Sri Lanka - pro-Tamil website",7,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Tharmapura locality,39821,39821
"Agence France Presse , 2009-01-09, Sri Lanka troops capture vital pass from rebels",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,The Sri Lankan army,Elephant Pass,39822,39822
"Xinhua News Agency, 2009-01-09, 2nd LD Writethru: Explosion kills 7 in eastern Sri Lanka",7,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,officials from the Defense Ministry said,Morawewa town,39822,39822
"Agence France Presse, 2009-01-10, Sri Lanka army ready for 'decisive blow' on Tigers after capturing pass",11,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,The Sri Lankan army,Murasumoddai locality,39822,39822
"Agence France Presse, 2009-01-10, Sri Lanka army ready for 'decisive blow' on Tigers after capturing pass",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE,Mullaittivu,39822,39822
"Reuters News, 2009-01-11, Sri Lanka army fights to finish off Tamil Tigers",24,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the military,Mullaittivu,39823,39823
"BBC Monitoring South Asia, 2009-01-11, Four killed in Sri Lanka army attack in north - TamilNet",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,medical sources/Puthukkudiyiruppu hospital authorities,Puthukkudiyiruppu town,39823,39823
"South Asia Terrorism Portal, Incidents of violence between the LTTE and TMVP(founded by Vinayagamoorthy Muraleetharan alias 'Colonel' Karuna and currently led by Pillayan)since March 2004 , website accessed 2010-01-04",3,4663,2009,2,LTTE - LTTE - K,LTTE - LTTE - K,South Asia Terrorism Portal,Killiveddi village,39823,39823
"Agence France Presse, 2009-01-10, Sri Lanka army ready for 'decisive blow' on Tigers after capturing pass",7,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,The Sri Lankan army,Mullaittivu,39823,39823
"Reuters News, 2009-01-11, Sri Lanka army fights to finish off Tamil Tigers",18,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Tiger officials,Iranamadu,39823,39824
"Agence France Presse, 2009-01-12, Sri Lanka keeps up air attacks on retreating Tigers: military",19,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Kilinochchi,39824,39824
"Agence France Presse, 2009-01-13, Sri Lanka gains ground from rebels: military",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Mullaittivu,39825,39825
"HRW, february 2009, ""War on the Displaced Sri Lankan Army and LTTE Abuses against Civilians in the Vanni"", page 18",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Information compiled by Human Rights Watch from interviews with aid agencies and eyewitnesses,Puthukkudiyiruppu town,39826,39826
"Agence France Presse, 2009-01-14, Sri Lanka troops flush Tigers from Jaffna, bury 41 unclaimed bodies",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Chundikkulam bird sanctuary,39826,39826
"Agence France Presse, 2009-01-15, Sri Lanka troops capture Tamil Tiger air strip: military",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Mullaittivu,39827,39827
"Reuters News, 2009-01-14, Sri Lanka troops seize rebel airstrip, refugees flee",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the military,Tharmapura locality,39827,39827
"Agence France Presse, 2009-01-17, More civilians flee as fighting escalates in Sri Lanka: army",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Tamilnet.com website,Mullaittivu,39829,39829
"Reuters News, 2009-01-17, Sri Lanka rebels say kill 51 troops; army says lost 7",28,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman Brigadier Udaya Nanayakkara/Sri Lanka's Tamil Tiger rebels,Tharmapura locality,39829,39829
"BBC Monitoring South Asia, 2009-01-18, Four civilians killed in army firing in north Sri Lanka - TamilNet",2,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Puthukkudiyiruppu town,39830,39830
"Agence France Presse, 2009-01-18, Tamil Tigers cornered: Sri Lankan army chief",30,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Lieutenant General Sarath Fonseka,Mullaittivu,39830,39830
"BBC Monitoring South Asia, 2009-01-18, Four civilians killed in army firing in north Sri Lanka - TamilNet",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Visuamadu Kulam,39830,39830
"Reuters News, 2009-01-22, UPDATE 3-At least 100 killed in Sri Lanka shelling-official",77,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Mullaittivu District Government Agent Emelda Sukumar,Mullaittivu town,39830,39835
"Reuters News, 2009-01-19, Sri Lankan troops press offensive against Tigers",40,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman Brigadier Udaya Nanayakkara,Mullaittivu,39831,39831
"Reuters News, 2009-01-19, Sri Lankan troops press offensive against Tigers",18,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet.com,Mullaittivu town,39831,39831
"BBC Monitoring Newsfile, 2009-01-21, Four commandos killed in east Sri Lanka landmine blast - website",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE sources in Amparai district,Kanchikudicharu locality,39832,39832
"BBC Monitoring Newsfile, 2009-01-20, Tamil Tigers kill 35 Sri Lankan soldiers in northwest - website",35,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,(LTTE) officials,Mullaittivu,39832,39832
"Reuters News, 2009-01-20, Sri Lanka military, rebels clash at sea and on land",21,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the army,Mullaittivu town,39832,39832
"Xinhua News Agency, 2009-01-19, Two people killed by rebels in southern Sri Lanka",2,520,2009,3,LTTE - Civilians,LTTE - Civilians,Officials from the Ministry of Defense,Maligawila village,39832,39832
"Agence France Presse, 2009-01-20, Sri Lanka troops, Tamil Tigers in fierce naval battle",16,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Military sources,water off Mullaittivu town,39832,39832
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",20,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,HRW,Thevipuram locality,39833,39835
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",20,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,HRW,Udayarkaddu locality,39833,39835
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",20,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,HRW,Udayarkaddu locality,39833,39835
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,sources in the conflict zone,Udayarkaddu locality,39833,39833
"Agence France Presse, 2009-01-21, Sri Lanka blast kills two: police",2,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,local police official,Batticaloa town,39834,39834
"South Asia Terrorism Portal, Sri Lanka Timeline - Year 2009 , website accessed 2010-01-04",40,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,South Asia Terrorism Portal,Kallaaru area,39835,39835
"BBC Monitoring South Asia, 2009-01-23, Five civilians killed in army firing in north Sri Lanka - TamilNet",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,medical sources in the region/pro-rebel Tamilnet.com,Kilinochchi,39836,39836
"BBC Monitoring South Asia, 2009-01-23, Five civilians killed in army firing in north Sri Lanka - TamilNet",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,medical sources in the region/pro-rebel Tamilnet.com,Mullaittivu,39836,39836
"BBC Monitoring South Asia, 2009-01-23, Five civilians killed in army firing in north Sri Lanka - TamilNet",2,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,medical sources in the region/pro-rebel Tamilnet.com,Puthukkudiyiruppu town,39836,39836
"BBC Monitoring South Asia, 2009-01-23, Five civilians killed in army firing in north Sri Lanka - TamilNet",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,medical sources in the region/pro-rebel Tamilnet.com,Theravil town,39836,39836
"BBC Monitoring Newsfile, 2009-01-23, Tamil Tigers kill three Sri Lankan soldiers in east - website",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE officials,Vantharumoolai locality,39836,39836
"War Crimes in Sri Lanka. Crisis Group Asia Report N 191, 17 May 2010. // Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",11,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,NFZ1,39837,39837
"Agence France Presse, 2009-01-26, UN says dozens of civilians killed in Sri Lanka fighting",9,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,United Nations spokesman,NFZ1,39837,39838
"Agence France Presse, 2009-01-26, Rebels flee to jungle as Sri Lankan troops advance",25,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,The defence ministry,Mullaittivu,39838,39838
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",19,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in the NFZ,NFZ1,39838,39839
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in the NFZ,Udayarkaddu locality,39838,39839
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",102,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in Puthukkudiyiruppu,Puthukkudiyiruppu town,39839,39839
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",12,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,HRW,Udayarkaddu locality,39839,39839
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",16,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in the NFZ,Puthukkudiyiruppu town,39840,39840
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",21,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in Puthukkudiyiruppu,Puthukkudiyiruppu town,39841,39841
"Agence France Presse, 2009-01-29, UN evacuates wounded civilians from Sri Lanka war zone",50,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the military,Mullaittivu,39841,39841
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",47,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a source in Puthukkudiyiruppu,Puthukkudiyiruppu town,39842,39842
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",5,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,A source,Puthukkudiyiruppu town,39842,39842
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",19,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,A HRW source in the NFZ,Puthukkudiyiruppu town,39843,39843
"Agence France Presse, 2009-01-30, Calls for Sri Lanka truce as fears mount for trapped civilians",15,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Mullaittivu town,39843,39843
"BBC Monitoring South Asia, 2009-01-30,  Tamil Tigers accuse Sri Lanka of increasing ""genocidal"" attacks",28,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the LTTE Political Head,Udayarkaddu locality,39843,39843
"Agence France Presse, 2009-01-30, Calls for Sri Lanka truce as fears mount for trapped civilians",2,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military official,water off Mullaittivu town,39843,39843
"South Asia Terrorism Portal, Sri Lanka Timeline - Year 2009 , website accessed 2010-01-04",56,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Udayarkaddu locality,39844,39845
"BBC Monitoring South Asia, 2009-02-02, Heavy fighting continues in north Sri Lanka",11,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Sri Lanka Ministry of Defence,Visuamadu Kulam,39845,39845
"BBC Monitoring South Asia, 2009-02-02, Heavy fighting continues in north Sri Lanka",8,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Sri Lanka Ministry of Defence,Kuravil Kulam,39845,39845
"Reuters News, 2009-02-03, UPDATE 1-US, EU, others urge S.Lanka's Tigers to surrender",16,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,ICRC spokesman Sarasi Wijeratne,Puthukkudiyiruppu town,39845,39845
"(1)Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.
(2) Univeristy Teachers for Human Rights (Jaffna), Let Them Speak: Trugh about Sri Lanka's Victims of War. December 2009.",9,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Multiple organizations and sources in the conflict zone,Puthukkudiyiruppu town,39845,39845
"BBC Monitoring South Asia, 2009-02-02, Heavy fighting continues in north Sri Lanka",27,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Sri Lanka Ministry of Defence,Udayarkaddu locality,39845,39845
"Agence France Presse, 2009-02-07, Sri Lanka says Tigers 'infiltrating' media, aid organisations",100,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,The rebels,Mullaittivu,39845,39851
"Agence France Presse, 2009-02-03, Sri Lanka takes Tiger chief's bunker, airstrip: army",32,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,the defence ministry,Mullaittivu,39846,39846
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",200,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Multiple sources,NFZ1,39846,39846
"BBC Monitoring South Asia, 2009-02-02, Sri Lankan troops reportedly capture Tamil Tiger chief's ""main hideout",20,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Sri Lankan Ministry of Defence,Paranthan town,39846,39846
"South Asia Terrorism Portal, Sri Lanka Timeline - Year 2009 , website accessed 2010-01-04",9,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,South Asia Terrorism Portal,Puthukkudiyiruppu town,39846,39846
"University Teachers For Human Rigths (Jaffna) Let them Speak: Truth about Sri Lanka's Victims of War, December 2009.",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,eyewitness,Suthanthirapuram locality,39846,39846
"University Teachers For Human Rigths (Jaffna) Let them Speak: Truth about Sri Lanka's Victims of War, December 2009.",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,eyewitness,Udayarkaddu locality,39846,39846
"Agence France Presse, 2009-02-04, Sri Lanka predicts total victory over Tiger rebels in ""days",3,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Agence France Presse,Mullaittivu,39847,39847
"Agence France Presse, 2009-02-04, At least 52 civilians killed in Sri Lanka's war zone: UN",52,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,a UN spokesman,Mullaittivu,39847,39847
"South Asia Terrorism Portal, Sri Lanka Timeline - Year 2009 , website accessed 2010-01-04",1,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,South Asia Terrorism Portal,Chalai town,39848,39848
"South Asia Terrorism Portal, Sri Lanka Timeline - Year 2009 , website accessed 2010-01-04",8,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Puthukkudiyiruppu town,39849,39849
"University Teachers For Human Rigths (Jaffna) Let them Speak: Truth about Sri Lanka's Victims of War, December 2009.",6,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,eyewitness,Udayarkaddu locality,39849,39849
